@RELATION bic

@ATTRIBUTE h0 INTEGER
@ATTRIBUTE h1 INTEGER
@ATTRIBUTE h2 INTEGER
@ATTRIBUTE h3 INTEGER
@ATTRIBUTE h4 INTEGER
@ATTRIBUTE h5 INTEGER
@ATTRIBUTE h6 INTEGER
@ATTRIBUTE h7 INTEGER
@ATTRIBUTE h8 INTEGER
@ATTRIBUTE h9 INTEGER
@ATTRIBUTE h10 INTEGER
@ATTRIBUTE h11 INTEGER
@ATTRIBUTE h12 INTEGER
@ATTRIBUTE h13 INTEGER
@ATTRIBUTE h14 INTEGER
@ATTRIBUTE h15 INTEGER
@ATTRIBUTE h16 INTEGER
@ATTRIBUTE h17 INTEGER
@ATTRIBUTE h18 INTEGER
@ATTRIBUTE h19 INTEGER
@ATTRIBUTE h20 INTEGER
@ATTRIBUTE h21 INTEGER
@ATTRIBUTE h22 INTEGER
@ATTRIBUTE h23 INTEGER
@ATTRIBUTE h24 INTEGER
@ATTRIBUTE h25 INTEGER
@ATTRIBUTE h26 INTEGER
@ATTRIBUTE h27 INTEGER
@ATTRIBUTE h28 INTEGER
@ATTRIBUTE h29 INTEGER
@ATTRIBUTE h30 INTEGER
@ATTRIBUTE h31 INTEGER
@ATTRIBUTE h32 INTEGER
@ATTRIBUTE h33 INTEGER
@ATTRIBUTE h34 INTEGER
@ATTRIBUTE h35 INTEGER
@ATTRIBUTE h36 INTEGER
@ATTRIBUTE h37 INTEGER
@ATTRIBUTE h38 INTEGER
@ATTRIBUTE h39 INTEGER
@ATTRIBUTE h40 INTEGER
@ATTRIBUTE h41 INTEGER
@ATTRIBUTE h42 INTEGER
@ATTRIBUTE h43 INTEGER
@ATTRIBUTE h44 INTEGER
@ATTRIBUTE h45 INTEGER
@ATTRIBUTE h46 INTEGER
@ATTRIBUTE h47 INTEGER
@ATTRIBUTE h48 INTEGER
@ATTRIBUTE h49 INTEGER
@ATTRIBUTE h50 INTEGER
@ATTRIBUTE h51 INTEGER
@ATTRIBUTE h52 INTEGER
@ATTRIBUTE h53 INTEGER
@ATTRIBUTE h54 INTEGER
@ATTRIBUTE h55 INTEGER
@ATTRIBUTE h56 INTEGER
@ATTRIBUTE h57 INTEGER
@ATTRIBUTE h58 INTEGER
@ATTRIBUTE h59 INTEGER
@ATTRIBUTE h60 INTEGER
@ATTRIBUTE h61 INTEGER
@ATTRIBUTE h62 INTEGER
@ATTRIBUTE h63 INTEGER
@ATTRIBUTE h64 INTEGER
@ATTRIBUTE h65 INTEGER
@ATTRIBUTE h66 INTEGER
@ATTRIBUTE h67 INTEGER
@ATTRIBUTE h68 INTEGER
@ATTRIBUTE h69 INTEGER
@ATTRIBUTE h70 INTEGER
@ATTRIBUTE h71 INTEGER
@ATTRIBUTE h72 INTEGER
@ATTRIBUTE h73 INTEGER
@ATTRIBUTE h74 INTEGER
@ATTRIBUTE h75 INTEGER
@ATTRIBUTE h76 INTEGER
@ATTRIBUTE h77 INTEGER
@ATTRIBUTE h78 INTEGER
@ATTRIBUTE h79 INTEGER
@ATTRIBUTE h80 INTEGER
@ATTRIBUTE h81 INTEGER
@ATTRIBUTE h82 INTEGER
@ATTRIBUTE h83 INTEGER
@ATTRIBUTE h84 INTEGER
@ATTRIBUTE h85 INTEGER
@ATTRIBUTE h86 INTEGER
@ATTRIBUTE h87 INTEGER
@ATTRIBUTE h88 INTEGER
@ATTRIBUTE h89 INTEGER
@ATTRIBUTE h90 INTEGER
@ATTRIBUTE h91 INTEGER
@ATTRIBUTE h92 INTEGER
@ATTRIBUTE h93 INTEGER
@ATTRIBUTE h94 INTEGER
@ATTRIBUTE h95 INTEGER
@ATTRIBUTE h96 INTEGER
@ATTRIBUTE h97 INTEGER
@ATTRIBUTE h98 INTEGER
@ATTRIBUTE h99 INTEGER
@ATTRIBUTE h100 INTEGER
@ATTRIBUTE h101 INTEGER
@ATTRIBUTE h102 INTEGER
@ATTRIBUTE h103 INTEGER
@ATTRIBUTE h104 INTEGER
@ATTRIBUTE h105 INTEGER
@ATTRIBUTE h106 INTEGER
@ATTRIBUTE h107 INTEGER
@ATTRIBUTE h108 INTEGER
@ATTRIBUTE h109 INTEGER
@ATTRIBUTE h110 INTEGER
@ATTRIBUTE h111 INTEGER
@ATTRIBUTE h112 INTEGER
@ATTRIBUTE h113 INTEGER
@ATTRIBUTE h114 INTEGER
@ATTRIBUTE h115 INTEGER
@ATTRIBUTE h116 INTEGER
@ATTRIBUTE h117 INTEGER
@ATTRIBUTE h118 INTEGER
@ATTRIBUTE h119 INTEGER
@ATTRIBUTE h120 INTEGER
@ATTRIBUTE h121 INTEGER
@ATTRIBUTE h122 INTEGER
@ATTRIBUTE h123 INTEGER
@ATTRIBUTE h124 INTEGER
@ATTRIBUTE h125 INTEGER
@ATTRIBUTE h126 INTEGER
@ATTRIBUTE h127 INTEGER

@DATA
25,1633,589,0,0,93,6986,51900,0,0,0,15211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
